"","specimen_id","run","lanai_side","ek_day1","ek_day5","ek_day9","ek_delta","treatment","temp","rlc_order","plant_id","species","perc_delta"
"513","hm6-1","8","diamond",49.4,NA,64.5,0.305668016194332,"0",30,3,137,"hm",30.567
"514","hm6-2","8","diamond",68.9,NA,65.7,-0.0464441219158201,"0",30,3,138,"hm",-4.644
"515","hm6-3","8","diamond",60.1,NA,62.1,0.0332778702163062,"0",30,3,139,"hm",3.328
"516","hm6-4","8","diamond",74.2,NA,72.1,-0.0283018867924529,"0",30,3,140,"hm",-2.83
"517","hm1-1","8","diamond",58.7,NA,174,1.96422487223169,"0",20,4,97,"hm",196.422
"518","hm1-2","8","diamond",47.1,NA,126.8,1.69214437367304,"0",20,4,98,"hm",169.214
"519","hm1-3","8","diamond",54.2,NA,116.8,1.1549815498155,"0",20,4,99,"hm",115.498
"520","hm1-4","8","diamond",66.1,NA,106.3,0.608169440242058,"0",20,4,100,"hm",60.817
"521","hm2-1","8","diamond",59.3,NA,110.3,0.860033726812816,"0",20,5,105,"hm",86.003
"522","hm2-2","8","diamond",70.5,NA,111.1,0.575886524822695,"0",20,5,106,"hm",57.589
"523","hm2-3","8","diamond",53.4,NA,108.6,1.03370786516854,"0",20,5,107,"hm",103.371
"524","hm2-4","8","diamond",67.5,NA,97.4,0.442962962962963,"0",20,5,108,"hm",44.296
"525","hm3-1","8","diamond",68.9,NA,85.7,0.243831640058055,"0",27,6,113,"hm",24.383
"526","hm3-2","8","diamond",69.4,NA,80.8,0.164265129682997,"0",27,6,114,"hm",16.427
"527","hm3-3","8","diamond",72.8,NA,69.1,-0.0508241758241759,"0",27,6,115,"hm",-5.082
"528","hm3-4","8","diamond",64.2,NA,82.8,0.289719626168224,"0",27,6,116,"hm",28.972
"529","ul4-1","9","ewa",104.1,NA,93.8,-0.0989433237271854,"2.5",27,1,121,"ul",-9.894
"530","ul4-2","9","ewa",112.1,NA,71,-0.366636931311329,"2.5",27,1,122,"ul",-36.664
"531","ul4-3","9","ewa",88.6,NA,85.7,-0.0327313769751692,"2.5",27,1,123,"ul",-3.273
"532","ul4-4","9","ewa",80.1,NA,98.2,0.225967540574282,"2.5",27,1,124,"ul",22.597
"533","hul4-1","9","ewa",77,NA,52.4,-0.319480519480519,"2.5",27,1,125,"ul",-31.948
"534","hul4-2","9","ewa",86.8,NA,70.2,-0.191244239631336,"2.5",27,1,126,"ul",-19.124
"535","hul4-3","9","ewa",118.6,NA,84.9,-0.284148397976391,"2.5",27,1,127,"ul",-28.415
"536","hul4-4","9","ewa",102.2,NA,70.1,-0.314090019569472,"2.5",27,1,128,"ul",-31.409
"537","ul5-1","9","ewa",92.7,NA,108.8,0.173678532901834,"2.5",30,2,129,"ul",17.368
"538","ul5-2","9","ewa",92.2,NA,77.5,-0.15943600867679,"2.5",30,2,130,"ul",-15.944
"539","ul5-3","9","ewa",106.5,NA,89.9,-0.155868544600939,"2.5",30,2,131,"ul",-15.587
"540","ul5-4","9","ewa",106.5,NA,95.8,-0.100469483568075,"2.5",30,2,132,"ul",-10.047
"541","hul5-1","9","ewa",109.9,NA,92.4,-0.159235668789809,"2.5",30,2,133,"ul",-15.924
"542","hul5-2","9","ewa",110.8,NA,87.6,-0.209386281588448,"2.5",30,2,134,"ul",-20.939
"543","hul5-3","9","ewa",109.3,NA,85.4,-0.218664226898445,"2.5",30,2,135,"ul",-21.866
"544","hul5-4","9","ewa",77.5,NA,76.2,-0.0167741935483871,"2.5",30,2,136,"ul",-1.677
"545","ul6-1","9","ewa",86.9,NA,61.5,-0.29228998849252,"2.5",30,3,137,"ul",-29.229
"546","ul6-2","9","ewa",80.3,NA,79.5,-0.00996264009962637,"2.5",30,3,138,"ul",-0.996
"547","ul6-3","9","ewa",104.1,NA,56.1,-0.461095100864553,"2.5",30,3,139,"ul",-46.11
"548","ul6-4","9","ewa",98,NA,85.7,-0.125510204081633,"2.5",30,3,140,"ul",-12.551
"549","hul6-1","9","ewa",89.2,NA,72,-0.192825112107623,"2.5",30,3,141,"ul",-19.283
"550","hul6-2","9","ewa",105.8,NA,84.2,-0.204158790170132,"2.5",30,3,142,"ul",-20.416
"551","hul6-3","9","ewa",96.6,NA,59.5,-0.384057971014493,"2.5",30,3,143,"ul",-38.406
"552","hul6-4","9","ewa",95,NA,86.4,-0.0905263157894736,"2.5",30,3,144,"ul",-9.053
"553","ul1-1","9","ewa",89.6,NA,109.3,0.219866071428571,"2.5",20,4,97,"ul",21.987
"554","ul1-2","9","ewa",70.3,NA,91.6,0.30298719772404,"2.5",20,4,98,"ul",30.299
"555","ul1-3","9","ewa",120.8,NA,111.7,-0.0753311258278145,"2.5",20,4,99,"ul",-7.533
"556","ul1-4","9","ewa",61.9,NA,72.3,0.168012924071082,"2.5",20,4,100,"ul",16.801
"557","hul1-1","9","ewa",81.2,NA,97.1,0.195812807881773,"2.5",20,4,101,"ul",19.581
"558","hul1-2","9","ewa",78.2,NA,81,0.0358056265984654,"2.5",20,4,102,"ul",3.581
"559","hul1-3","9","ewa",115.6,NA,91.7,-0.206747404844291,"2.5",20,4,103,"ul",-20.675
"560","hul1-4","9","ewa",91.8,NA,93.7,0.0206971677559913,"2.5",20,4,104,"ul",2.07
"561","ul2-1","9","ewa",76.5,NA,95.4,0.247058823529412,"2.5",20,5,105,"ul",24.706
"562","ul2-2","9","ewa",89.4,NA,101.9,0.139821029082774,"2.5",20,5,106,"ul",13.982
"563","ul2-3","9","ewa",102.7,NA,92.1,-0.103213242453749,"2.5",20,5,107,"ul",-10.321
"564","ul2-4","9","ewa",114.8,NA,97.9,-0.147212543554007,"2.5",20,5,108,"ul",-14.721
"565","hul2-1","9","ewa",90.5,NA,71.6,-0.208839779005525,"2.5",20,5,109,"ul",-20.884
"566","hul2-2","9","ewa",68,NA,90.2,0.326470588235294,"2.5",20,5,110,"ul",32.647
"567","hul2-3","9","ewa",106.6,NA,97.3,-0.0872420262664165,"2.5",20,5,111,"ul",-8.724
"568","hul2-4","9","ewa",107.8,NA,79.4,-0.263450834879406,"2.5",20,5,112,"ul",-26.345
"569","ul3-1","9","ewa",102.4,NA,110.8,0.0820312499999999,"2.5",27,6,113,"ul",8.203
"570","ul3-2","9","ewa",116.2,NA,90,-0.225473321858864,"2.5",27,6,114,"ul",-22.547
"571","ul3-3","9","ewa",98.7,NA,112.4,0.138804457953394,"2.5",27,6,115,"ul",13.88
"572","ul3-4","9","ewa",99.3,NA,69.9,-0.29607250755287,"2.5",27,6,116,"ul",-29.607
"573","hul3-1","9","ewa",118.1,NA,85.8,-0.273497036409822,"2.5",27,6,117,"ul",-27.35
"574","hul3-2","9","ewa",87.3,NA,82.3,-0.0572737686139748,"2.5",27,6,118,"ul",-5.727
"575","hul3-3","9","ewa",90.8,NA,97.6,0.0748898678414097,"2.5",27,6,119,"ul",7.489
"576","hul3-4","9","ewa",116.5,NA,90.1,-0.226609442060086,"2.5",27,6,120,"ul",-22.661
